	Prediction	Target	Scores	Runtime
156	4	4	0.8656	113.97181390000014
157	7	7	0.8656	0.014430899999752
158	9	9	0.8656	113.97181390000014
159	3	3	0.8656	0.014430899999752
160	7	7	0.8656	113.97181390000014
161	2	2	0.8656	0.014430899999752
162	3	3	0.8656	113.97181390000014
163	9	9	0.8656	0.014430899999752
164	0	0	0.8656	113.97181390000014
165	9	9	0.8656	0.014430899999752
166	4	4	0.8656	113.97181390000014
167	7	7	0.8656	0.014430899999752
168	4	4	0.8656	113.97181390000014
169	2	2	0.8656	0.014430899999752
170	0	0	0.8656	113.97181390000014
171	5	5	0.8656	0.014430899999752
172	2	2	0.8656	113.97181390000014
173	1	1	0.8656	0.014430899999752
174	2	2	0.8656	113.97181390000014
175	1	1	0.8656	0.014430899999752
176	3	3	0.8656	113.97181390000014
177	0	0	0.8656	0.014430899999752
178	9	9	0.8656	113.97181390000014
179	1	1	0.8656	0.014430899999752
180	0	0	0.8656	113.97181390000014
181	9	9	0.8656	0.014430899999752
182	6	3	0.8656	113.97181390000014
183	6	6	0.8656	0.014430899999752
184	7	7	0.8656	113.97181390000014
185	9	9	0.8656	0.014430899999752
186	9	9	0.8656	113.97181390000014
187	4	4	0.8656	0.014430899999752
188	4	4	0.8656	113.97181390000014
189	7	7	0.8656	0.014430899999752
190	1	1	0.8656	113.97181390000014
191	2	2	0.8656	0.014430899999752
192	3	1	0.8656	113.97181390000014
193	2	6	0.8656	0.014430899999752
194	3	3	0.8656	113.97181390000014
195	2	2	0.8656	0.014430899999752
196	8	8	0.8656	113.97181390000014
197	3	3	0.8656	0.014430899999752
198	6	6	0.8656	113.97181390000014
199	1	1	0.8656	0.014430899999752
200	1	1	0.8656	113.97181390000014
201	0	0	0.8656	0.014430899999752
202	2	2	0.8656	113.97181390000014
203	9	9	0.8656	0.014430899999752
204	2	2	0.8656	113.97181390000014
205	4	4	0.8656	0.014430899999752
206	0	0	0.8656	113.97181390000014
207	7	7	0.8656	0.014430899999752
208	9	9	0.8656	113.97181390000014
209	8	8	0.8656	0.014430899999752
210	4	4	0.8656	113.97181390000014
211	1	1	0.8656	0.014430899999752
212	8	8	0.8656	113.97181390000014
213	4	4	0.8656	0.014430899999752
214	1	1	0.8656	113.97181390000014
215	3	3	0.8656	0.014430899999752
216	1	1	0.8656	113.97181390000014
217	6	6	0.8656	0.014430899999752
218	7	7	0.8656	113.97181390000014
219	2	2	0.8656	0.014430899999752
220	8	8	0.8656	113.97181390000014
221	5	5	0.8656	0.014430899999752
222	4	2	0.8656	113.97181390000014
223	0	0	0.8656	0.014430899999752
224	7	7	0.8656	113.97181390000014
225	7	7	0.8656	0.014430899999752
226	6	6	0.8656	113.97181390000014
227	6	2	0.8656	0.014430899999752
228	7	7	0.8656	113.97181390000014
229	0	0	0.8656	0.014430899999752
230	7	7	0.8656	113.97181390000014
231	8	8	0.8656	0.014430899999752
232	9	9	0.8656	113.97181390000014
233	2	2	0.8656	0.014430899999752
234	9	9	0.8656	113.97181390000014
235	0	0	0.8656	0.014430899999752
236	5	5	0.8656	113.97181390000014
237	1	1	0.8656	0.014430899999752
238	4	4	0.8656	113.97181390000014
239	2	4	0.8656	0.014430899999752
240	5	5	0.8656	113.97181390000014
241	6	6	0.8656	0.014430899999752
242	9	9	0.8656	113.97181390000014
243	2	2	0.8656	0.014430899999752
244	2	6	0.8656	113.97181390000014
245	8	8	0.8656	0.014430899999752
246	6	6	0.8656	113.97181390000014
247	2	4	0.8656	0.014430899999752
248	6	2	0.8656	113.97181390000014
249	2	2	0.8656	0.014430899999752
250	9	9	0.8656	113.97181390000014
251	7	7	0.8656	0.014430899999752
252	0	6	0.8656	113.97181390000014
253	5	5	0.8656	0.014430899999752
254	5	5	0.8656	113.97181390000014
255	4	2	0.8656	0.014430899999752
256	8	8	0.8656	113.97181390000014
257	5	5	0.8656	0.014430899999752
258	2	2	0.8656	113.97181390000014
259	3	3	0.8656	0.014430899999752
260	0	0	0.8656	113.97181390000014
261	4	4	0.8656	0.014430899999752
262	8	8	0.8656	113.97181390000014
263	6	0	0.8656	0.014430899999752
264	0	0	0.8656	113.97181390000014
265	6	6	0.8656	0.014430899999752
266	3	3	0.8656	113.97181390000014
267	8	8	0.8656	0.014430899999752
268	9	9	0.8656	113.97181390000014
269	6	6	0.8656	0.014430899999752
270	1	1	0.8656	113.97181390000014
271	3	3	0.8656	0.014430899999752
272	0	0	0.8656	113.97181390000014
273	2	2	0.8656	0.014430899999752
274	3	3	0.8656	113.97181390000014
275	0	0	0.8656	0.014430899999752
276	8	8	0.8656	113.97181390000014
277	3	3	0.8656	0.014430899999752
278	7	7	0.8656	113.97181390000014
279	4	4	0.8656	0.014430899999752
280	0	0	0.8656	113.97181390000014
281	1	1	0.8656	0.014430899999752
282	2	6	0.8656	113.97181390000014
283	3	3	0.8656	0.014430899999752
284	0	0	0.8656	113.97181390000014
285	4	6	0.8656	0.014430899999752
286	6	6	0.8656	113.97181390000014
287	7	7	0.8656	0.014430899999752
288	5	5	0.8656	113.97181390000014
289	4	4	0.8656	0.014430899999752
290	5	5	0.8656	113.97181390000014
291	9	9	0.8656	0.014430899999752
292	5	5	0.8656	113.97181390000014
293	6	6	0.8656	0.014430899999752
294	5	5	0.8656	113.97181390000014
295	5	5	0.8656	0.014430899999752
296	1	1	0.8656	113.97181390000014
297	9	9	0.8656	0.014430899999752
298	8	8	0.8656	113.97181390000014
299	8	8	0.8656	0.014430899999752
300	3	3	0.8656	113.97181390000014
301	3	3	0.8656	0.014430899999752
302	6	6	0.8656	113.97181390000014
303	8	8	0.8656	0.014430899999752
304	0	0	0.8656	113.97181390000014
305	0	0	0.8656	0.014430899999752
306	2	2	0.8656	113.97181390000014
307	9	9	0.8656	0.014430899999752
308	7	7	0.8656	113.97181390000014
309	7	7	0.8656	0.014430899999752
310	1	1	0.8656	113.97181390000014
311	3	3	0.8656	0.014430899999752
312	8	6	0.8656	113.97181390000014
313	4	4	0.8656	0.014430899999752
314	2	2	0.8656	113.97181390000014
315	4	4	0.8656	0.014430899999752
316	7	9	0.8656	113.97181390000014
317	1	1	0.8656	0.014430899999752
318	6	6	0.8656	113.97181390000014
319	4	4	0.8656	0.014430899999752
320	2	8	0.8656	113.97181390000014
321	2	2	0.8656	0.014430899999752
322	6	6	0.8656	113.97181390000014
323	5	5	0.8656	0.014430899999752
324	6	4	0.8656	113.97181390000014
325	2	6	0.8656	0.014430899999752
326	7	7	0.8656	113.97181390000014
327	7	7	0.8656	0.014430899999752
328	7	7	0.8656	113.97181390000014
329	3	3	0.8656	0.014430899999752
330	3	3	0.8656	113.97181390000014
331	7	7	0.8656	0.014430899999752
332	3	0	0.8656	113.97181390000014
333	7	7	0.8656	0.014430899999752
334	1	1	0.8656	113.97181390000014
335	3	3	0.8656	0.014430899999752
336	7	7	0.8656	113.97181390000014
337	2	2	0.8656	0.014430899999752
338	2	2	0.8656	113.97181390000014
339	3	3	0.8656	0.014430899999752
340	4	4	0.8656	113.97181390000014
341	0	0	0.8656	0.014430899999752
342	3	3	0.8656	113.97181390000014
343	1	1	0.8656	0.014430899999752
344	6	6	0.8656	113.97181390000014
345	1	1	0.8656	0.014430899999752
346	9	9	0.8656	113.97181390000014
347	4	4	0.8656	0.014430899999752
348	9	9	0.8656	113.97181390000014
349	9	9	0.8656	0.014430899999752
350	1	1	0.8656	113.97181390000014
351	7	7	0.8656	0.014430899999752
352	8	8	0.8656	113.97181390000014
353	3	3	0.8656	0.014430899999752
354	6	6	0.8656	113.97181390000014
355	0	0	0.8656	0.014430899999752
356	2	2	0.8656	113.97181390000014
357	4	4	0.8656	0.014430899999752
358	8	8	0.8656	113.97181390000014
359	6	0	0.8656	0.014430899999752
360	1	1	0.8656	113.97181390000014
361	2	2	0.8656	0.014430899999752
362	2	2	0.8656	113.97181390000014
363	4	4	0.8656	0.014430899999752
364	4	4	0.8656	113.97181390000014
365	7	7	0.8656	0.014430899999752
366	3	3	0.8656	113.97181390000014
367	4	2	0.8656	0.014430899999752
368	2	2	0.8656	113.97181390000014
369	5	5	0.8656	0.014430899999752
370	0	0	0.8656	113.97181390000014
371	7	7	0.8656	0.014430899999752
372	9	9	0.8656	113.97181390000014
373	4	4	0.8656	0.014430899999752
374	0	0	0.8656	113.97181390000014
375	9	9	0.8656	0.014430899999752
376	3	3	0.8656	113.97181390000014
377	9	9	0.8656	0.014430899999752
378	6	4	0.8656	113.97181390000014
379	2	2	0.8656	0.014430899999752
380	5	5	0.8656	113.97181390000014
381	6	0	0.8656	0.014430899999752
382	0	2	0.8656	113.97181390000014
383	3	3	0.8656	0.014430899999752
384	5	5	0.8656	113.97181390000014
385	8	8	0.8656	0.014430899999752
386	1	1	0.8656	113.97181390000014
387	6	6	0.8656	0.014430899999752
388	2	2	0.8656	113.97181390000014
389	6	6	0.8656	0.014430899999752
390	6	6	0.8656	113.97181390000014
391	4	4	0.8656	0.014430899999752
392	9	9	0.8656	113.97181390000014
393	5	5	0.8656	0.014430899999752
394	2	2	0.8656	113.97181390000014
395	0	0	0.8656	0.014430899999752
396	6	4	0.8656	113.97181390000014
397	6	6	0.8656	0.014430899999752
398	1	1	0.8656	113.97181390000014
399	2	2	0.8656	0.014430899999752
400	0	0	0.8656	113.97181390000014
401	9	9	0.8656	0.014430899999752
402	7	7	0.8656	113.97181390000014
403	0	0	0.8656	0.014430899999752
404	3	4	0.8656	113.97181390000014
405	4	4	0.8656	0.014430899999752
406	6	6	0.8656	113.97181390000014
407	6	6	0.8656	0.014430899999752
408	2	2	0.8656	113.97181390000014
409	0	1	0.8656	0.014430899999752
410	0	0	0.8656	113.97181390000014
411	6	6	0.8656	0.014430899999752
412	7	7	0.8656	113.97181390000014
413	0	2	0.8656	0.014430899999752
414	9	9	0.8656	113.97181390000014
415	4	4	0.8656	0.014430899999752
416	2	2	0.8656	113.97181390000014
417	1	1	0.8656	0.014430899999752
418	5	5	0.8656	113.97181390000014
419	4	4	0.8656	0.014430899999752
420	5	5	0.8656	113.97181390000014
421	3	3	0.8656	0.014430899999752
422	8	8	0.8656	113.97181390000014
423	5	5	0.8656	0.014430899999752
424	8	8	0.8656	113.97181390000014
425	4	4	0.8656	0.014430899999752
426	4	4	0.8656	113.97181390000014
427	8	8	0.8656	0.014430899999752
428	9	9	0.8656	113.97181390000014
429	8	8	0.8656	0.014430899999752
430	6	6	0.8656	113.97181390000014
431	2	2	0.8656	0.014430899999752
432	4	4	0.8656	113.97181390000014
433	4	4	0.8656	0.014430899999752
434	2	2	0.8656	113.97181390000014
435	4	4	0.8656	0.014430899999752
436	1	1	0.8656	113.97181390000014
437	6	6	0.8656	0.014430899999752
438	1	1	0.8656	113.97181390000014
439	3	3	0.8656	0.014430899999752
440	0	0	0.8656	113.97181390000014
441	7	9	0.8656	0.014430899999752
442	8	8	0.8656	113.97181390000014
443	8	8	0.8656	0.014430899999752
444	4	6	0.8656	113.97181390000014
445	5	5	0.8656	0.014430899999752
446	3	3	0.8656	113.97181390000014
447	1	1	0.8656	0.014430899999752
448	9	9	0.8656	113.97181390000014
449	5	5	0.8656	0.014430899999752
450	3	3	0.8656	113.97181390000014
451	3	3	0.8656	0.014430899999752
452	6	0	0.8656	113.97181390000014
453	1	1	0.8656	0.014430899999752
454	3	0	0.8656	113.97181390000014
455	2	2	0.8656	0.014430899999752
456	9	9	0.8656	113.97181390000014
457	4	2	0.8656	0.014430899999752
458	0	0	0.8656	113.97181390000014
459	6	6	0.8656	0.014430899999752
460	1	3	0.8656	113.97181390000014
461	6	4	0.8656	0.014430899999752
462	2	2	0.8656	113.97181390000014
463	0	0	0.8656	0.014430899999752
464	0	0	0.8656	113.97181390000014
465	3	3	0.8656	0.014430899999752
466	3	3	0.8656	113.97181390000014
467	8	8	0.8656	0.014430899999752
468	2	2	0.8656	113.97181390000014
469	8	8	0.8656	0.014430899999752
470	9	9	0.8656	113.97181390000014
471	4	4	0.8656	0.014430899999752
472	0	0	0.8656	113.97181390000014
473	7	7	0.8656	0.014430899999752
474	0	6	0.8656	113.97181390000014
475	4	4	0.8656	0.014430899999752
476	6	4	0.8656	113.97181390000014
477	9	9	0.8656	0.014430899999752
478	2	2	0.8656	113.97181390000014
479	9	9	0.8656	0.014430899999752
480	5	5	0.8656	113.97181390000014
481	9	9	0.8656	0.014430899999752
482	3	3	0.8656	113.97181390000014
483	7	7	0.8656	0.014430899999752
484	5	5	0.8656	113.97181390000014
485	7	7	0.8656	0.014430899999752
486	8	8	0.8656	113.97181390000014
487	1	1	0.8656	0.014430899999752
488	0	0	0.8656	113.97181390000014
489	0	0	0.8656	0.014430899999752
490	3	3	0.8656	113.97181390000014
491	6	4	0.8656	0.014430899999752
492	8	8	0.8656	113.97181390000014
493	9	9	0.8656	0.014430899999752
494	7	7	0.8656	113.97181390000014
495	9	9	0.8656	0.014430899999752
496	1	1	0.8656	113.97181390000014
497	2	2	0.8656	0.014430899999752
498	7	7	0.8656	113.97181390000014
499	3	0	0.8656	0.014430899999752
500	2	2	0.8656	113.97181390000014
501	0	0	0.8656	0.014430899999752
502	5	5	0.8656	113.97181390000014
503	7	7	0.8656	0.014430899999752
504	1	1	0.8656	113.97181390000014
505	8	8	0.8656	0.014430899999752
506	2	2	0.8656	113.97181390000014
507	2	2	0.8656	0.014430899999752
508	2	2	0.8656	113.97181390000014
509	2	2	0.8656	0.014430899999752
510	4	4	0.8656	113.97181390000014
511	4	2	0.8656	0.014430899999752
512	6	6	0.8656	113.97181390000014
513	1	1	0.8656	0.014430899999752
514	9	9	0.8656	113.97181390000014
515	8	8	0.8656	0.014430899999752
516	5	5	0.8656	113.97181390000014
517	1	1	0.8656	0.014430899999752
518	9	9	0.8656	113.97181390000014
519	1	1	0.8656	0.014430899999752
520	2	2	0.8656	113.97181390000014
521	8	8	0.8656	0.014430899999752
522	3	3	0.8656	113.97181390000014
523	8	8	0.8656	0.014430899999752
524	9	9	0.8656	113.97181390000014
525	2	2	0.8656	0.014430899999752
526	6	4	0.8656	113.97181390000014
527	6	2	0.8656	0.014430899999752
528	8	8	0.8656	113.97181390000014
529	6	8	0.8656	0.014430899999752
530	2	2	0.8656	113.97181390000014
531	0	0	0.8656	0.014430899999752
532	5	5	0.8656	113.97181390000014
533	8	8	0.8656	0.014430899999752
534	8	8	0.8656	113.97181390000014
535	5	5	0.8656	0.014430899999752
536	3	3	0.8656	113.97181390000014
537	9	9	0.8656	0.014430899999752
538	4	4	0.8656	113.97181390000014
539	3	3	0.8656	0.014430899999752
540	4	4	0.8656	113.97181390000014
541	4	4	0.8656	0.014430899999752
542	5	5	0.8656	113.97181390000014
543	1	1	0.8656	0.014430899999752
544	0	0	0.8656	113.97181390000014
545	1	1	0.8656	0.014430899999752
546	2	2	0.8656	113.97181390000014
547	6	0	0.8656	0.014430899999752
548	4	6	0.8656	113.97181390000014
549	9	9	0.8656	0.014430899999752
550	6	6	0.8656	113.97181390000014
551	1	1	0.8656	0.014430899999752
552	5	5	0.8656	113.97181390000014
553	1	1	0.8656	0.014430899999752
554	1	1	0.8656	113.97181390000014
555	1	1	0.8656	0.014430899999752
556	9	9	0.8656	113.97181390000014
557	3	3	0.8656	0.014430899999752
558	4	4	0.8656	113.97181390000014
559	5	5	0.8656	0.014430899999752
560	3	3	0.8656	113.97181390000014
561	6	6	0.8656	0.014430899999752
562	2	6	0.8656	113.97181390000014
563	0	6	0.8656	0.014430899999752
564	4	4	0.8656	113.97181390000014
565	0	6	0.8656	0.014430899999752
566	0	0	0.8656	113.97181390000014
567	5	5	0.8656	0.014430899999752
568	8	8	0.8656	113.97181390000014
569	0	3	0.8656	0.014430899999752
570	3	3	0.8656	113.97181390000014
571	4	4	0.8656	0.014430899999752
572	6	6	0.8656	113.97181390000014
573	7	7	0.8656	0.014430899999752
574	7	7	0.8656	113.97181390000014
575	8	8	0.8656	0.014430899999752
576	9	9	0.8656	113.97181390000014
577	3	0	0.8656	0.014430899999752
578	3	3	0.8656	113.97181390000014
579	8	8	0.8656	0.014430899999752
580	7	7	0.8656	113.97181390000014
581	0	6	0.8656	0.014430899999752
582	7	7	0.8656	113.97181390000014
583	9	9	0.8656	0.014430899999752
584	0	3	0.8656	113.97181390000014
585	2	4	0.8656	0.014430899999752
586	0	6	0.8656	113.97181390000014
587	6	6	0.8656	0.014430899999752
588	5	5	0.8656	113.97181390000014
589	3	0	0.8656	0.014430899999752
590	1	1	0.8656	113.97181390000014
591	1	1	0.8656	0.014430899999752
592	5	5	0.8656	113.97181390000014
593	9	9	0.8656	0.014430899999752
594	4	4	0.8656	113.97181390000014
595	2	6	0.8656	0.014430899999752
596	5	5	0.8656	113.97181390000014
597	7	7	0.8656	0.014430899999752
598	8	8	0.8656	113.97181390000014
599	1	1	0.8656	0.014430899999752
600	2	2	0.8656	113.97181390000014
601	9	9	0.8656	0.014430899999752
602	7	7	0.8656	113.97181390000014
603	7	7	0.8656	0.014430899999752
604	1	1	0.8656	113.97181390000014
605	0	0	0.8656	0.014430899999752
606	9	9	0.8656	113.97181390000014
607	3	3	0.8656	0.014430899999752
608	2	2	0.8656	113.97181390000014
609	9	9	0.8656	0.014430899999752
610	0	0	0.8656	113.97181390000014
611	7	7	0.8656	0.014430899999752
612	6	6	0.8656	113.97181390000014
613	8	8	0.8656	0.014430899999752
614	2	2	0.8656	113.97181390000014
615	7	7	0.8656	0.014430899999752
616	0	0	0.8656	113.97181390000014
617	2	2	0.8656	0.014430899999752
618	3	3	0.8656	113.97181390000014
619	8	8	0.8656	0.014430899999752
620	2	2	0.8656	113.97181390000014
621	2	2	0.8656	0.014430899999752
622	0	6	0.8656	113.97181390000014
623	9	9	0.8656	0.014430899999752
624	3	3	0.8656	113.97181390000014
625	0	0	0.8656	0.014430899999752
626	7	7	0.8656	113.97181390000014
627	8	8	0.8656	0.014430899999752
628	6	6	0.8656	113.97181390000014
629	2	2	0.8656	0.014430899999752
630	9	9	0.8656	113.97181390000014
631	4	4	0.8656	0.014430899999752
632	1	2	0.8656	113.97181390000014
633	6	6	0.8656	0.014430899999752
634	2	6	0.8656	113.97181390000014
635	4	8	0.8656	0.014430899999752
636	0	0	0.8656	113.97181390000014
637	4	4	0.8656	0.014430899999752
638	4	4	0.8656	113.97181390000014
639	2	4	0.8656	0.014430899999752
640	7	7	0.8656	113.97181390000014
641	5	5	0.8656	0.014430899999752
642	8	8	0.8656	113.97181390000014
643	4	4	0.8656	0.014430899999752
644	9	9	0.8656	113.97181390000014
645	1	1	0.8656	0.014430899999752
646	0	0	0.8656	113.97181390000014
647	5	5	0.8656	0.014430899999752
648	4	4	0.8656	113.97181390000014
649	4	4	0.8656	0.014430899999752
650	4	4	0.8656	113.97181390000014
651	0	0	0.8656	0.014430899999752
652	0	0	0.8656	113.97181390000014
653	4	4	0.8656	0.014430899999752
654	5	5	0.8656	113.97181390000014
655	6	6	0.8656	0.014430899999752
656	0	0	0.8656	113.97181390000014
657	4	4	0.8656	0.014430899999752
658	5	5	0.8656	113.97181390000014
659	4	4	0.8656	0.014430899999752
660	1	1	0.8656	113.97181390000014
661	6	3	0.8656	0.014430899999752
662	1	1	0.8656	113.97181390000014
663	3	1	0.8656	0.014430899999752
664	2	6	0.8656	113.97181390000014
665	4	4	0.8656	0.014430899999752
666	3	3	0.8656	113.97181390000014
667	8	8	0.8656	0.014430899999752
668	2	2	0.8656	113.97181390000014
669	0	8	0.8656	0.014430899999752
670	6	2	0.8656	113.97181390000014
671	5	7	0.8656	0.014430899999752
672	0	0	0.8656	113.97181390000014
673	4	4	0.8656	0.014430899999752
674	0	0	0.8656	113.97181390000014
675	8	8	0.8656	0.014430899999752
676	5	5	0.8656	113.97181390000014
677	0	0	0.8656	0.014430899999752
678	8	8	0.8656	113.97181390000014
679	2	2	0.8656	0.014430899999752
680	9	9	0.8656	113.97181390000014
681	0	0	0.8656	0.014430899999752
682	8	8	0.8656	113.97181390000014
683	9	9	0.8656	0.014430899999752
684	6	6	0.8656	113.97181390000014
685	3	4	0.8656	0.014430899999752
686	2	2	0.8656	113.97181390000014
687	9	9	0.8656	0.014430899999752
688	2	3	0.8656	113.97181390000014
689	4	4	0.8656	0.014430899999752
690	5	5	0.8656	113.97181390000014
691	0	0	0.8656	0.014430899999752
692	9	9	0.8656	113.97181390000014
693	5	5	0.8656	0.014430899999752
694	3	3	0.8656	113.97181390000014
695	6	6	0.8656	0.014430899999752
696	6	6	0.8656	113.97181390000014
697	8	8	0.8656	0.014430899999752
698	3	3	0.8656	113.97181390000014
699	3	3	0.8656	0.014430899999752
700	8	8	0.8656	113.97181390000014
701	3	1	0.8656	0.014430899999752
702	2	4	0.8656	113.97181390000014
703	0	0	0.8656	0.014430899999752
704	9	9	0.8656	113.97181390000014
705	7	7	0.8656	0.014430899999752
706	9	9	0.8656	113.97181390000014
707	4	4	0.8656	0.014430899999752
708	8	8	0.8656	113.97181390000014
709	9	9	0.8656	0.014430899999752
710	1	1	0.8656	113.97181390000014
711	3	6	0.8656	0.014430899999752
712	7	7	0.8656	113.97181390000014
713	3	3	0.8656	0.014430899999752
714	0	0	0.8656	113.97181390000014
715	2	2	0.8656	0.014430899999752
716	6	6	0.8656	113.97181390000014
717	9	7	0.8656	0.014430899999752
718	1	1	0.8656	113.97181390000014
719	0	0	0.8656	0.014430899999752
720	0	0	0.8656	113.97181390000014
721	8	8	0.8656	0.014430899999752
722	7	5	0.8656	113.97181390000014
723	2	2	0.8656	0.014430899999752
724	6	6	0.8656	113.97181390000014
725	4	6	0.8656	0.014430899999752
726	6	6	0.8656	113.97181390000014
727	4	4	0.8656	0.014430899999752
728	1	1	0.8656	113.97181390000014
729	5	5	0.8656	0.014430899999752
730	9	9	0.8656	113.97181390000014
731	0	0	0.8656	0.014430899999752
732	0	2	0.8656	113.97181390000014
733	1	1	0.8656	0.014430899999752
